Bicentenario  2018;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
FOLIO_UNICO;Sexo;Tramo_Edad;Eliminar la pobreza (1);Eliminar la pobreza (2);Eliminar la pobreza (3);Eliminar la pobreza (4);Ser un país desarrollado (1);Ser un país desarrollado (2);Ser un país desarrollado (3);Ser un país desarrollado (4);Detener el daño al medio ambiente (1);Detener el daño al medio ambiente (2);Detener el daño al medio ambiente (3);Detener el daño al medio ambiente (4)
1327;1;1;9;9;3;9;9;9;3;9;9;9;3;9
1328;2;5;9;2;9;9;9;2;9;9;9;9;3;9
1329;2;5;9;2;9;9;9;2;9;9;9;9;3;9
1330;2;5;9;2;9;9;9;2;9;9;9;9;3;9
1331;1;1;9;9;3;9;9;9;3;9;9;9;3;9
1332;2;5;9;9;3;9;9;9;3;9;9;9;3;9
1333;1;5;9;9;3;9;9;9;3;9;9;2;9;9
1334;1;5;9;9;3;9;9;9;9;4;9;9;9;4
1335;1;5;9;9;3;9;9;9;3;9;9;9;3;9
1336;1;5;9;9;3;9;9;9;3;9;9;9;3;9
1337;2;5;9;9;3;9;9;2;9;9;9;2;9;9
1338;2;5;9;9;3;9;9;9;3;9;9;9;3;9
1339;2;5;9;9;3;9;9;9;3;9;9;9;3;9
1340;1;2;9;9;9;4;9;9;3;9;9;9;9;4
1341;2;5;9;9;3;9;9;9;3;9;9;2;9;9
1342;1;5;9;2;9;9;9;2;9;9;9;2;9;9
1343;1;5;9;9;3;9;9;2;9;9;9;2;9;9
1344;2;5;9;2;9;9;9;9;3;9;9;2;9;9
1345;2;5;9;2;9;9;9;9;9;9;1;9;9;9
1346;1;5;9;2;9;9;9;9;9;9;9;2;9;9
1347;2;5;9;2;9;9;9;9;3;9;9;2;9;9
1348;1;1;9;9;3;9;9;9;3;9;1;9;9;9
1349;1;3;9;2;9;9;9;2;9;9;9;9;3;9
1350;2;1;9;2;9;9;9;2;9;9;9;9;3;9
1351;2;2;9;2;9;9;9;9;3;9;1;9;9;9
1352;1;2;9;9;3;9;9;9;3;9;9;9;3;9
1353;2;2;9;2;9;9;9;2;9;9;9;2;9;9
1354;2;5;9;2;9;9;9;2;9;9;9;9;3;9
1355;2;5;9;2;9;9;9;2;9;9;9;2;9;9
1356;2;5;9;2;9;9;9;2;9;9;9;2;9;9
1357;1;5;9;2;9;9;9;9;3;9;9;9;3;9
1358;1;5;9;2;9;9;1;9;9;9;1;9;9;9
1359;2;5;9;9;9;4;9;9;3;9;9;9;3;9
1360;1;4;9;2;9;9;9;2;9;9;9;9;3;9
1361;1;1;9;2;9;9;9;9;3;9;9;2;9;9
1362;2;4;9;2;9;9;9;9;3;9;9;2;9;9
1363;1;4;9;9;3;9;9;9;3;9;9;2;9;9
1364;1;5;9;2;9;9;9;9;3;9;9;2;9;9
1365;2;4;1;9;9;9;9;2;9;9;9;2;9;9
1366;2;5;9;2;9;9;9;2;9;9;9;9;3;9
1367;2;5;9;2;9;9;9;2;9;9;9;2;9;9
1368;2;5;9;9;3;9;9;9;3;9;9;9;3;9
1369;2;5;9;2;9;9;9;2;9;9;9;2;9;9
1370;1;3;9;9;3;9;9;9;3;9;9;9;3;9
1371;2;5;9;2;9;9;9;2;9;9;9;9;3;9
1372;2;2;9;2;9;9;9;9;3;9;9;9;3;9
1373;2;5;9;2;9;9;9;9;3;9;9;9;3;9
1374;1;4;9;9;3;9;9;9;3;9;9;9;3;9
1375;2;5;1;9;9;9;9;2;9;9;9;9;9;9
1376;1;3;9;9;3;9;9;9;3;9;9;9;9;4
1377;2;2;9;2;9;9;9;2;9;9;9;2;9;9
1378;2;5;9;2;9;9;9;2;9;9;9;2;9;9
1379;2;5;9;2;9;9;9;9;3;9;9;2;9;9
1380;1;5;9;9;3;9;9;9;3;9;9;9;3;9
1381;2;5;9;2;9;9;9;2;9;9;9;2;9;9
1382;1;4;9;2;9;9;9;2;9;9;9;9;3;9
1383;1;5;1;9;9;9;1;9;9;9;1;9;9;9
1384;2;4;9;2;9;9;9;2;9;9;1;9;9;9
1385;1;2;9;2;9;9;9;2;9;9;1;9;9;9
1386;2;5;9;2;9;9;9;9;3;9;9;2;9;9
1387;2;5;9;2;9;9;9;9;3;9;9;9;3;9
1388;1;1;9;9;3;9;9;9;9;4;1;9;9;9
1389;2;5;9;2;9;9;9;9;3;9;9;2;9;9
1390;1;5;9;2;9;9;9;9;3;9;9;2;9;9
1391;2;5;9;2;9;9;9;2;9;9;9;2;9;9
1392;1;5;1;9;9;9;9;2;9;9;9;9;3;9
1393;2;3;1;9;9;9;9;2;9;9;1;9;9;9
1394;1;5;1;9;9;9;1;9;9;9;1;9;9;9
1395;1;4;9;2;9;9;9;9;3;9;9;2;9;9
1396;2;5;1;9;9;9;1;9;9;9;1;9;9;9
1397;2;5;9;2;9;9;9;9;3;9;9;9;3;9
1398;1;2;9;2;9;9;9;2;9;9;9;2;9;9
1399;1;5;9;9;3;9;9;2;9;9;9;9;3;9
1400;2;5;1;9;9;9;9;2;9;9;9;2;9;9
1401;2;5;9;2;9;9;9;2;9;9;9;2;9;9
1402;1;3;9;9;3;9;9;9;3;9;9;9;3;9
1403;2;5;9;9;3;9;9;9;3;9;9;2;9;9
1404;2;4;9;9;3;9;9;9;3;9;9;9;3;9
1405;2;4;9;9;3;9;9;9;3;9;9;9;3;9
1406;2;2;9;2;9;9;9;2;9;9;1;9;9;9
1407;1;3;9;9;3;9;9;9;3;9;9;2;9;9
1408;2;5;9;9;3;9;9;9;3;9;9;9;3;9
1409;1;2;1;9;9;9;9;2;9;9;9;2;9;9
1410;2;3;9;9;3;9;9;2;9;9;9;9;3;9
1411;2;5;9;9;3;9;9;9;3;9;9;9;3;9
1412;2;1;9;2;9;9;9;2;9;9;1;9;9;9
1413;2;5;9;2;9;9;9;2;9;9;9;2;9;9
1414;2;5;9;2;9;9;9;2;9;9;9;2;9;9
1415;1;5;9;2;9;9;9;9;3;9;9;2;9;9
1416;2;5;9;2;9;9;9;9;3;9;9;9;3;9
1417;2;2;1;9;9;9;9;2;9;9;9;9;3;9
1418;2;5;9;2;9;9;9;2;9;9;9;2;9;9
1419;2;4;9;2;9;9;9;2;9;9;9;2;9;9
1420;1;5;9;9;3;9;9;9;3;9;9;9;3;9
1421;1;5;9;2;9;9;1;9;9;9;9;2;9;9
1422;2;1;9;2;9;9;9;9;3;9;1;9;9;9
1423;1;5;9;9;3;9;9;2;9;9;9;2;9;9
1424;2;5;9;2;9;9;9;2;9;9;9;2;9;9
1425;2;5;9;9;3;9;1;9;9;9;1;9;9;9
1426;2;4;9;2;9;9;9;2;9;9;1;9;9;9
1427;2;4;9;2;9;9;9;2;9;9;9;9;3;9
1428;1;5;9;2;9;9;9;9;9;9;9;9;3;9
1429;1;5;9;2;9;9;9;9;3;9;9;2;9;9
1430;1;5;9;9;3;9;9;9;3;9;9;2;9;9
1431;1;5;9;9;3;9;9;9;3;9;1;9;9;9
1432;2;5;9;2;9;9;9;2;9;9;9;2;9;9
1433;1;5;9;2;9;9;9;9;3;9;9;2;9;9
1434;2;5;9;2;9;9;9;9;3;9;9;9;3;9
1435;2;3;9;9;9;4;9;9;3;9;9;9;3;9
1436;2;5;9;2;9;9;9;2;9;9;9;2;9;9
1437;1;2;9;2;9;9;9;9;3;9;9;9;3;9
1438;2;1;9;9;3;9;1;9;9;9;9;2;9;9
1439;2;5;9;9;3;9;9;2;9;9;9;2;9;9
1440;2;4;9;2;9;9;9;2;9;9;9;9;3;9
1441;2;3;9;2;9;9;9;2;9;9;9;2;9;9
1442;1;1;9;9;3;9;9;9;3;9;9;9;3;9
1443;2;5;9;9;3;9;9;9;3;9;9;2;9;9
1444;1;2;9;9;3;9;9;2;9;9;9;9;3;9
1445;1;5;9;9;3;9;9;9;3;9;9;9;3;9
1446;1;3;9;9;3;9;9;9;3;9;9;9;3;9
1447;1;3;9;9;3;9;9;9;3;9;9;2;9;9
1448;2;1;9;2;9;9;9;2;9;9;9;2;9;9
1449;1;4;9;9;3;9;9;9;3;9;9;2;9;9
1450;1;5;1;9;9;9;1;9;9;9;9;2;9;9
1451;2;4;9;2;9;9;9;2;9;9;9;2;9;9
1452;2;5;9;9;3;9;9;2;9;9;9;9;3;9
1453;2;5;9;9;3;9;9;2;9;9;1;9;9;9
1454;2;4;9;2;9;9;9;2;9;9;9;2;9;9
1455;1;4;1;9;9;9;1;9;9;9;9;2;9;9
1456;2;4;9;9;3;9;9;9;3;9;1;9;9;9
1457;1;2;9;2;9;9;9;9;3;9;9;2;9;9
1458;2;4;1;9;9;9;1;9;9;9;1;9;9;9
1459;2;1;9;2;9;9;9;9;3;9;9;9;3;9
1460;2;2;1;9;9;9;9;2;9;9;9;9;3;9
1461;2;5;9;9;3;9;9;9;3;9;9;2;9;9
1462;1;4;9;2;9;9;9;2;9;9;9;2;9;9
1463;1;4;9;2;9;9;9;2;9;9;9;2;9;9
1464;1;2;9;9;3;9;9;9;3;9;9;9;3;9
1465;2;2;1;9;9;9;9;9;3;9;1;9;9;9
1466;1;5;9;2;9;9;9;9;3;9;9;9;3;9
1467;2;3;9;2;9;9;9;9;3;9;1;9;9;9
1468;2;5;9;2;9;9;9;2;9;9;1;9;9;9
1469;2;5;9;2;9;9;9;2;9;9;9;2;9;9
1470;1;3;9;2;9;9;9;2;9;9;9;9;3;9
1471;2;5;9;2;9;9;9;2;9;9;9;2;9;9
1472;2;4;1;9;9;9;9;2;9;9;9;2;9;9
1473;2;5;9;2;9;9;9;2;9;9;9;2;9;9
1474;2;5;9;2;9;9;9;2;9;9;9;2;9;9
1475;1;4;9;2;9;9;9;9;3;9;9;2;9;9
1476;2;3;9;2;9;9;9;9;3;9;9;2;9;9
1477;1;4;9;2;9;9;9;2;9;9;9;2;9;9
1478;2;2;9;9;3;9;9;2;9;9;1;9;9;9
1479;2;5;1;9;9;9;9;2;9;9;9;2;9;9
1480;2;4;9;9;3;9;9;2;9;9;9;9;3;9
1481;2;4;9;2;9;9;9;2;9;9;9;9;3;9
1482;1;4;9;2;9;9;9;2;9;9;9;2;9;9
1483;2;4;9;9;3;9;9;2;9;9;9;2;9;9
1484;2;4;9;2;9;9;9;2;9;9;9;2;9;9
1485;2;5;9;2;9;9;9;2;9;9;9;2;9;9
1486;1;5;9;9;3;9;9;9;3;9;9;9;3;9
1487;2;4;1;9;9;9;1;9;9;9;9;9;3;9
1488;2;5;9;9;3;9;9;9;3;9;9;9;3;9
1489;1;1;9;9;3;9;9;9;3;9;1;9;9;9
1490;1;5;9;9;3;9;9;9;3;9;9;9;3;9
1491;2;3;9;9;3;9;9;2;9;9;9;9;3;9
1492;2;5;9;2;9;9;9;2;9;9;9;9;3;9
1493;1;1;9;9;3;9;9;9;3;9;9;9;9;4
1494;2;5;1;9;9;9;9;2;9;9;9;2;9;9
1495;1;1;9;2;9;9;9;9;3;9;9;9;9;4
1496;2;2;9;9;9;4;9;2;9;9;9;9;3;9
1497;1;5;9;2;9;9;9;2;9;9;9;2;9;9
1498;2;5;9;9;9;4;9;9;9;4;9;9;3;9
1499;1;5;9;2;9;9;9;2;9;9;9;2;9;9
1500;1;5;9;2;9;9;9;2;9;9;9;9;3;9
1501;2;1;9;2;9;9;9;2;9;9;1;9;9;9
1502;1;5;9;2;9;9;9;9;3;9;9;9;3;9
1503;2;2;9;2;9;9;9;2;9;9;9;9;3;9
1504;2;1;9;2;9;9;9;9;3;9;9;2;9;9
1505;1;4;9;2;9;9;9;9;3;9;9;9;3;9
1506;2;4;9;9;3;9;9;2;9;9;9;2;9;9
1507;1;5;9;2;9;9;9;2;9;9;9;9;3;9
1508;2;4;9;2;9;9;9;2;9;9;9;2;9;9
1509;2;1;9;9;3;9;1;9;9;9;9;9;3;9
1510;2;5;9;2;9;9;9;9;3;9;1;9;9;9
1511;1;5;9;2;9;9;9;9;9;9;1;9;9;9
1512;2;1;9;9;3;9;9;9;3;9;9;9;3;9
1513;2;1;9;9;3;9;9;2;9;9;9;9;3;9
1514;2;5;9;2;9;9;9;9;3;9;9;9;3;9
1515;1;5;9;9;3;9;9;2;9;9;9;9;3;9
1516;1;5;9;2;9;9;9;9;3;9;9;9;3;9
1517;1;3;9;2;9;9;9;2;9;9;9;2;9;9
1518;1;5;1;9;9;9;9;9;3;9;9;9;3;9
1519;1;4;9;9;3;9;9;9;3;9;9;9;3;9
1520;2;5;9;2;9;9;9;9;3;9;9;2;9;9
1521;2;1;9;9;3;9;9;2;9;9;9;9;3;9
1522;2;5;9;2;9;9;1;9;9;9;9;9;3;9
1523;2;2;9;2;9;9;9;9;3;9;9;9;3;9
1524;2;5;9;2;9;9;9;2;9;9;9;2;9;9
1525;2;5;9;9;3;9;9;9;3;9;9;9;3;9
1526;2;5;9;2;9;9;9;2;9;9;9;9;3;9
1527;2;5;9;9;3;9;9;2;9;9;9;2;9;9
1528;2;3;9;2;9;9;9;2;9;9;9;2;9;9
1529;2;4;9;2;9;9;9;2;9;9;1;9;9;9
1530;1;2;9;2;9;9;9;2;9;9;1;9;9;9
1531;1;4;9;2;9;9;9;2;9;9;1;9;9;9
1532;2;5;1;9;9;9;9;2;9;9;9;9;3;9
1533;1;3;9;2;9;9;9;2;9;9;9;2;9;9
1534;2;4;9;2;9;9;9;9;3;9;1;9;9;9
1535;2;5;9;9;3;9;9;9;9;4;9;9;3;9
1536;1;4;1;9;9;9;9;2;9;9;1;9;9;9
1537;2;3;9;2;9;9;9;2;9;9;9;2;9;9
1538;2;4;9;2;9;9;9;2;9;9;9;9;3;9
1539;1;5;9;2;9;9;9;2;9;9;9;9;3;9
1540;2;1;9;2;9;9;9;9;3;9;9;9;3;9
1541;2;2;9;2;9;9;9;9;3;9;1;9;9;9
1542;2;5;9;2;9;9;9;2;9;9;9;9;9;9
1543;2;5;9;2;9;9;9;2;9;9;9;2;9;9
1544;2;5;9;2;9;9;9;2;9;9;9;9;3;9
1545;2;5;9;2;9;9;9;9;3;9;9;2;9;9
1546;1;3;9;2;9;9;9;2;9;9;1;9;9;9
1547;2;3;9;9;3;9;9;9;3;9;9;9;3;9
1548;2;2;9;2;9;9;9;9;3;9;9;2;9;9
1549;2;1;1;9;9;9;9;9;3;9;1;9;9;9
1550;2;5;9;2;9;9;9;2;9;9;9;2;9;9
1551;2;5;9;9;3;9;9;2;9;9;9;2;9;9
1552;2;5;9;2;9;9;9;2;9;9;9;2;9;9
1553;1;2;9;9;3;9;9;9;9;4;1;9;9;9
1554;2;5;9;2;9;9;9;2;9;9;9;2;9;9
1555;2;4;9;9;3;9;9;9;3;9;9;9;3;9
1556;1;5;1;9;9;9;9;2;9;9;9;2;9;9
1557;2;4;9;9;3;9;9;9;3;9;9;9;3;9
1558;1;5;9;2;9;9;9;2;9;9;9;2;9;9
1559;2;4;9;2;9;9;9;9;3;9;1;9;9;9
1560;2;4;9;2;9;9;9;9;3;9;9;2;9;9
1561;1;5;1;9;9;9;9;9;3;9;9;2;9;9
1562;2;5;9;2;9;9;9;2;9;9;9;2;9;9
1563;2;3;9;2;9;9;1;9;9;9;9;9;3;9
1564;2;5;9;2;9;9;9;9;3;9;9;9;3;9
1565;2;5;1;9;9;9;9;2;9;9;9;2;9;9
1566;2;2;9;2;9;9;9;9;3;9;9;9;3;9
1567;2;5;9;9;3;9;9;9;3;9;9;2;9;9
1568;1;2;9;9;3;9;9;9;3;9;9;9;3;9
1569;1;5;9;2;9;9;9;2;9;9;1;9;9;9
1570;2;5;9;2;9;9;9;2;9;9;9;2;9;9
1571;1;5;1;9;9;9;9;2;9;9;9;2;9;9
1572;2;3;9;9;3;9;9;2;9;9;9;2;9;9
1573;2;5;9;9;9;4;9;9;9;4;9;9;3;9
1574;2;5;9;9;3;9;9;9;9;4;9;9;3;9
1575;1;2;9;9;3;9;1;9;9;9;9;9;3;9
1576;2;5;9;2;9;9;9;2;9;9;9;9;3;9
1577;2;5;9;9;3;9;9;2;9;9;9;2;9;9
1578;2;5;9;9;3;9;9;9;3;9;9;9;3;9
1579;2;1;9;2;9;9;9;9;3;9;9;9;3;9
1580;2;3;9;9;3;9;9;9;3;9;9;9;3;9
1581;1;5;9;9;3;9;9;9;3;9;9;9;3;9
1582;2;3;1;9;9;9;9;9;3;9;9;9;3;9
1583;2;3;9;9;3;9;9;2;9;9;9;9;3;9
1584;2;5;9;9;3;9;9;2;9;9;9;9;9;9
1585;1;4;9;9;3;9;9;9;9;4;9;9;3;9
1586;2;5;9;9;3;9;9;9;9;4;9;9;3;9
1587;1;5;9;9;3;9;9;9;3;9;9;9;3;9
1588;1;2;9;2;9;9;9;9;3;9;1;9;9;9
1589;2;5;9;9;9;4;9;2;9;9;9;9;3;9
1590;1;5;9;2;9;9;9;2;9;9;9;2;9;9
1591;1;3;9;9;3;9;9;2;9;9;9;9;3;9
1592;2;4;9;2;9;9;9;9;3;9;9;9;3;9
1593;2;5;9;2;9;9;9;2;9;9;1;9;9;9
1594;2;4;9;2;9;9;9;9;3;9;9;9;3;9
1595;2;4;1;9;9;9;9;2;9;9;9;9;3;9
1596;1;5;1;9;9;9;9;2;9;9;9;9;3;9
1597;2;5;9;2;9;9;9;2;9;9;9;2;9;9
1598;2;4;9;2;9;9;9;2;9;9;9;2;9;9
1599;1;2;9;2;9;9;9;9;3;9;1;9;9;9
1600;1;5;9;2;9;9;9;2;9;9;9;2;9;9
1601;2;5;9;9;3;9;9;9;3;9;9;2;9;9
1602;2;4;9;2;9;9;9;9;3;9;1;9;9;9
1603;2;5;9;9;3;9;9;9;3;9;9;9;3;9
1604;1;2;1;9;9;9;9;2;9;9;9;2;9;9
1605;2;3;9;2;9;9;9;9;3;9;9;9;3;9
1606;2;4;9;2;9;9;9;9;3;9;9;2;9;9
1607;2;5;9;9;3;9;9;9;3;9;9;9;3;9
1608;2;5;9;9;3;9;9;9;3;9;9;9;3;9
1609;1;3;9;2;9;9;9;9;3;9;9;9;3;9
1610;2;4;9;9;3;9;9;9;3;9;9;2;9;9
1611;2;4;9;2;9;9;9;2;9;9;9;2;9;9
1612;2;1;1;9;9;9;9;2;9;9;1;9;9;9
1613;1;5;9;2;9;9;9;2;9;9;9;2;9;9
1614;2;5;9;2;9;9;9;9;3;9;9;9;3;9
1615;2;5;9;2;9;9;9;2;9;9;9;9;3;9
1616;1;5;1;9;9;9;9;2;9;9;9;2;9;9
1617;2;5;9;9;3;9;9;2;9;9;9;2;9;9
1618;2;3;9;2;9;9;9;9;3;9;9;2;9;9
1619;1;5;9;2;9;9;9;9;3;9;9;9;3;9
1620;1;2;9;9;3;9;9;9;3;9;9;9;3;9
1621;1;5;1;9;9;9;9;2;9;9;1;9;9;9
1622;2;1;9;9;3;9;9;9;3;9;9;9;3;9
1623;2;5;1;9;9;9;9;9;3;9;1;9;9;9
1624;2;5;9;9;3;9;9;9;3;9;9;9;3;9
1625;2;5;9;2;9;9;9;9;3;9;9;2;9;9
1626;1;5;9;9;3;9;9;9;3;9;9;9;3;9
1627;1;5;9;9;3;9;9;9;3;9;9;2;9;9
1628;2;3;9;9;3;9;9;9;3;9;9;9;3;9
1629;2;2;1;9;9;9;1;9;9;9;1;9;9;9
1630;1;1;9;2;9;9;9;2;9;9;9;2;9;9
1631;2;5;9;2;9;9;1;9;9;9;9;9;3;9
1632;1;2;9;2;9;9;9;2;9;9;1;9;9;9
1633;2;5;1;9;9;9;9;2;9;9;9;2;9;9
1634;1;4;9;9;3;9;9;9;9;4;9;9;3;9
1635;1;5;9;2;9;9;9;2;9;9;9;2;9;9
1636;1;4;9;2;9;9;9;2;9;9;9;2;9;9
1637;1;2;9;2;9;9;9;9;3;9;9;2;9;9
1638;1;5;9;2;9;9;1;9;9;9;9;2;9;9
1639;1;5;9;9;3;9;9;9;9;4;9;9;3;9
1640;1;5;9;9;3;9;9;9;3;9;9;2;9;9
1641;2;3;1;9;9;9;1;9;9;9;1;9;9;9
1642;2;3;9;2;9;9;9;9;3;9;9;2;9;9
1643;1;5;9;2;9;9;9;9;3;9;9;9;9;4
1644;1;2;9;2;9;9;9;2;9;9;9;9;3;9
1645;2;4;9;2;9;9;9;9;3;9;9;2;9;9
1646;2;5;9;9;3;9;9;2;9;9;9;9;3;9
1647;1;5;9;9;3;9;9;9;9;4;9;9;3;9
1648;1;3;9;9;3;9;9;9;3;9;9;2;9;9
1649;1;5;9;9;3;9;9;9;3;9;9;9;3;9
1650;2;5;9;2;9;9;9;9;3;9;9;2;9;9
1651;2;5;9;9;9;9;9;9;3;9;1;9;9;9
1652;2;5;1;9;9;9;1;9;9;9;9;2;9;9
1653;2;4;9;2;9;9;9;2;9;9;9;9;3;9
1654;2;5;9;9;3;9;9;2;9;9;9;2;9;9
1655;1;5;9;9;3;9;9;9;3;9;9;9;3;9
1656;1;1;9;2;9;9;9;9;3;9;9;9;3;9
1657;2;2;9;2;9;9;9;9;3;9;9;9;3;9
1658;2;1;9;2;9;9;9;2;9;9;9;2;9;9
1659;2;4;9;9;3;9;9;9;3;9;9;9;3;9
1660;2;2;9;2;9;9;9;2;9;9;1;9;9;9
1661;2;5;9;2;9;9;9;2;9;9;9;9;9;9
1662;2;5;9;9;3;9;9;2;9;9;1;9;9;9
1663;2;3;9;2;9;9;9;2;9;9;9;2;9;9
1664;2;4;9;2;9;9;9;2;9;9;9;2;9;9
1665;1;4;1;9;9;9;9;2;9;9;9;2;9;9
1666;2;5;9;9;3;9;9;9;3;9;9;9;3;9
1667;2;2;9;9;3;9;9;9;9;4;9;9;3;9
1668;2;4;9;2;9;9;9;9;3;9;9;9;9;4
1669;2;5;9;9;3;9;9;2;9;9;9;9;3;9
1670;2;5;9;2;9;9;9;9;3;9;1;9;9;9
1671;2;3;9;9;3;9;9;9;3;9;9;2;9;9
1672;2;4;9;9;3;9;9;9;3;9;1;9;9;9
1673;1;5;9;9;3;9;9;9;3;9;9;9;3;9
1674;1;5;9;9;3;9;9;9;3;9;9;9;3;9
1675;2;5;9;2;9;9;9;2;9;9;9;2;9;9
1676;1;2;9;2;9;9;9;2;9;9;1;9;9;9
1677;1;5;9;9;3;9;9;9;3;9;9;9;9;4
1678;2;4;9;9;3;9;9;9;9;4;9;2;9;9
1679;2;4;9;2;9;9;9;9;3;9;9;2;9;9
1680;2;5;9;9;3;9;9;2;9;9;9;9;3;9
1681;1;5;9;9;3;9;9;2;9;9;9;9;3;9
1682;2;3;9;2;9;9;9;2;9;9;9;2;9;9
1683;2;4;9;9;3;9;9;9;3;9;9;2;9;9
1684;2;1;9;9;3;9;9;2;9;9;9;9;3;9
1685;2;4;9;2;9;9;9;9;3;9;9;9;3;9
1686;2;2;9;2;9;9;9;2;9;9;9;9;3;9
1687;2;2;9;2;9;9;9;2;9;9;9;2;9;9
1688;2;4;9;9;3;9;9;9;9;4;9;9;3;9
1689;2;5;1;9;9;9;9;9;3;9;9;2;9;9
1690;1;4;9;2;9;9;9;9;3;9;9;2;9;9
1691;2;5;1;9;9;9;1;9;9;9;1;9;9;9
1692;2;2;9;9;3;9;9;9;3;9;9;2;9;9
1693;1;5;9;9;3;9;9;9;3;9;9;9;3;9
1694;2;2;9;9;3;9;9;2;9;9;9;9;3;9
1695;1;5;9;2;9;9;9;2;9;9;9;2;9;9
1696;2;5;9;2;9;9;9;2;9;9;9;2;9;9
1697;1;5;1;9;9;9;9;2;9;9;1;9;9;9
1698;2;3;9;2;9;9;9;2;9;9;9;2;9;9
1699;1;4;9;2;9;9;9;9;3;9;9;9;3;9
1700;2;5;9;2;9;9;9;2;9;9;9;2;9;9
1701;2;1;9;2;9;9;1;9;9;9;9;2;9;9
1702;2;5;9;2;9;9;9;9;3;9;9;2;9;9
1703;2;5;9;2;9;9;9;2;9;9;9;2;9;9
1704;2;3;9;2;9;9;9;9;3;9;9;9;3;9
1705;1;5;1;9;9;9;9;2;9;9;9;9;3;9
1706;2;4;9;2;9;9;9;2;9;9;9;2;9;9
1707;2;5;9;2;9;9;9;2;9;9;9;9;3;9
1708;1;3;9;2;9;9;9;2;9;9;9;2;9;9
1709;2;5;9;9;3;9;9;2;9;9;9;9;3;9
1710;1;5;9;2;9;9;9;9;3;9;9;9;3;9
1711;2;5;1;9;9;9;9;9;3;9;1;9;9;9
1712;2;5;9;2;9;9;9;2;9;9;9;2;9;9
1713;1;5;1;9;9;9;9;2;9;9;9;2;9;9
1714;2;5;9;2;9;9;9;2;9;9;9;2;9;9
1715;2;3;9;2;9;9;9;9;3;9;9;2;9;9
1716;2;5;9;2;9;9;9;2;9;9;1;9;9;9
1717;1;5;9;2;9;9;9;9;3;9;9;2;9;9
1718;2;5;9;2;9;9;9;9;3;9;9;9;3;9
1719;2;5;9;9;3;9;9;2;9;9;9;9;3;9
1720;2;3;9;9;3;9;9;9;3;9;9;2;9;9
1721;2;5;9;9;3;9;9;9;3;9;9;9;3;9
1722;1;5;9;2;9;9;9;2;9;9;9;2;9;9
1723;2;2;9;9;3;9;9;9;3;9;9;9;3;9
1724;2;3;9;9;3;9;9;9;3;9;9;9;3;9
1725;2;5;9;2;9;9;9;2;9;9;9;9;3;9
1726;2;5;9;2;9;9;9;2;9;9;9;2;9;9
1727;2;4;9;9;3;9;9;9;3;9;9;9;3;9
1728;2;5;9;2;9;9;9;2;9;9;9;2;9;9
1729;1;2;9;2;9;9;9;2;9;9;9;9;3;9
1730;2;2;9;2;9;9;1;9;9;9;9;9;3;9
1731;2;4;9;2;9;9;9;2;9;9;9;2;9;9
1732;2;5;9;2;9;9;9;9;3;9;9;2;9;9
1733;2;4;9;2;9;9;9;9;3;9;9;2;9;9
1734;2;5;1;9;9;9;9;2;9;9;1;9;9;9
1735;2;2;9;2;9;9;9;9;3;9;9;2;9;9
1736;2;5;1;9;9;9;9;2;9;9;9;9;3;9
1737;2;3;1;9;9;9;9;9;3;9;9;2;9;9
1738;2;3;9;2;9;9;9;9;3;9;9;9;3;9
1739;2;4;9;2;9;9;9;9;3;9;9;2;9;9
1740;1;5;9;9;3;9;9;9;3;9;9;9;3;9
1741;2;5;9;9;3;9;9;2;9;9;9;9;9;9
1742;1;3;9;2;9;9;9;2;9;9;9;2;9;9
1743;1;4;9;2;9;9;9;2;9;9;9;2;9;9
1744;2;5;9;2;9;9;9;2;9;9;9;9;3;9
1745;2;5;9;2;9;9;9;9;3;9;9;2;9;9
1746;1;3;9;9;3;9;9;9;3;9;9;9;3;9
1747;1;5;9;9;3;9;9;9;9;9;9;9;9;9
1748;2;5;9;2;9;9;9;9;9;4;1;9;9;9
1749;2;2;9;9;3;9;9;2;9;9;9;2;9;9
1750;2;5;9;9;3;9;9;9;3;9;9;2;9;9
1751;2;4;9;2;9;9;9;2;9;9;9;2;9;9
1752;2;3;9;2;9;9;9;2;9;9;9;2;9;9
1753;1;3;9;2;9;9;9;9;3;9;1;9;9;9
1754;2;4;9;2;9;9;9;9;3;9;9;9;3;9
1755;2;3;9;2;9;9;9;2;9;9;9;2;9;9
1756;2;1;9;2;9;9;9;2;9;9;9;9;3;9
1757;2;2;9;9;3;9;9;9;3;9;9;9;3;9
1758;2;5;9;2;9;9;9;9;3;9;9;9;3;9
1759;2;2;9;2;9;9;9;9;3;9;9;2;9;9
1760;2;2;9;9;3;9;9;9;3;9;9;9;3;9
1761;2;3;9;2;9;9;9;2;9;9;9;2;9;9
1762;2;5;9;2;9;9;9;9;3;9;9;2;9;9
1763;2;4;1;9;9;9;1;9;9;9;1;9;9;9
1764;1;5;9;9;3;9;9;9;3;9;1;9;9;9
1765;2;4;9;2;9;9;9;9;3;9;9;2;9;9
1766;1;5;9;2;9;9;9;2;9;9;9;2;9;9
1767;1;5;9;2;9;9;9;2;9;9;1;9;9;9
1768;2;3;9;2;9;9;9;2;9;9;1;9;9;9
1769;2;5;9;2;9;9;9;2;9;9;9;2;9;9
