Bicentenario 2015;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
FOLIO;SEXO;Tramo edad;S1.-Eliminar la pobreza 1;S1.-Eliminar la pobreza 2;S1.-Eliminar la pobreza 3;S1.-Eliminar la pobreza 4;S2.-Ser un país desarrollado 1;S2.-Ser un país desarrollado 2;S2.-Ser un país desarrollado 3;S2.-Ser un país desarrollado 4;S3.-Detener el daño al medio ambiente 1;S3.-Detener el daño al medio ambiente 2;S3.-Detener el daño al medio ambiente 3;S3.-Detener el daño al medio ambiente 4
380;Mujer;5;9;2;9;9;9;9;9;4;9;2;9;9
381;Hombre;1;9;2;9;9;9;9;9;9;9;2;9;9
382;Mujer;2;9;9;3;9;9;9;3;9;9;9;9;4
383;Hombre;3;9;9;3;9;9;9;3;9;9;2;9;9
384;Hombre;3;9;2;9;9;9;9;3;9;9;9;3;9
385;Mujer;4;1;9;9;9;9;9;3;9;9;2;9;9
388;Mujer;2;9;9;3;9;9;2;9;9;9;9;3;9
389;Hombre;5;9;9;3;9;9;9;9;4;9;9;3;9
390;Mujer;3;9;2;9;9;9;9;3;9;9;2;9;9
391;Mujer;5;9;9;3;9;9;9;3;9;9;9;3;9
394;Mujer;1;9;9;9;4;9;9;3;9;9;9;3;9
395;Hombre;4;9;2;9;9;9;9;3;9;9;2;9;9
396;Mujer;3;9;2;9;9;1;9;9;9;1;9;9;9
397;Mujer;3;9;2;9;9;9;9;3;9;1;9;9;9
398;Mujer;3;1;9;9;9;9;2;9;9;1;9;9;9
399;Hombre;2;9;9;3;9;9;9;3;9;9;2;9;9
400;Hombre;3;9;9;3;9;9;9;3;9;9;2;9;9
401;Hombre;3;9;2;9;9;9;9;3;9;9;2;9;9
402;Mujer;2;1;9;9;9;9;9;3;9;1;9;9;9
403;Hombre;3;9;2;9;9;9;9;3;9;9;2;9;9
404;Hombre;4;9;9;3;9;9;2;9;9;9;2;9;9
405;Hombre;3;1;9;9;9;9;2;9;9;9;9;3;9
406;Hombre;2;9;9;3;9;9;9;3;9;1;9;9;9
407;Hombre;3;9;9;3;9;9;9;3;9;9;9;3;9
408;Hombre;2;9;2;9;9;9;2;9;9;9;2;9;9
409;Hombre;5;9;2;9;9;9;2;9;9;1;9;9;9
410;Mujer;4;9;2;9;9;9;2;9;9;1;9;9;9
411;Mujer;5;1;9;9;9;9;9;9;4;1;9;9;9
412;Hombre;4;9;2;9;9;1;9;9;9;9;2;9;9
413;Mujer;5;9;9;9;4;9;9;3;9;9;9;3;9
414;Hombre;1;9;9;3;9;9;9;3;9;9;2;9;9
415;Hombre;5;1;9;9;9;9;2;9;9;9;2;9;9
416;Hombre;2;9;2;9;9;9;2;9;9;9;9;3;9
417;Mujer;5;9;9;3;9;9;9;9;4;9;9;9;9
418;Hombre;5;1;9;9;9;9;2;9;9;9;2;9;9
419;Mujer;5;1;9;9;9;9;2;9;9;9;9;3;9
420;Hombre;5;9;2;9;9;9;9;3;9;9;2;9;9
421;Hombre;3;9;9;3;9;9;9;3;9;9;9;3;9
422;Mujer;4;9;2;9;9;9;2;9;9;9;2;9;9
423;Mujer;5;9;2;9;9;9;9;3;9;9;9;9;4
424;Hombre;1;9;9;3;9;9;9;3;9;1;9;9;9
425;Mujer;1;9;2;9;9;9;9;3;9;9;2;9;9
426;Hombre;1;1;9;9;9;9;2;9;9;9;2;9;9
427;Mujer;2;9;2;9;9;9;9;3;9;9;2;9;9
428;Mujer;5;9;2;9;9;9;9;3;9;9;9;3;9
429;Hombre;1;9;9;3;9;9;9;3;9;9;2;9;9
430;Hombre;3;9;2;9;9;9;2;9;9;9;2;9;9
431;Hombre;4;9;2;9;9;9;2;9;9;9;2;9;9
432;Mujer;1;9;2;9;9;9;2;9;9;9;9;3;9
433;Mujer;1;9;2;9;9;9;2;9;9;9;9;3;9
434;Hombre;2;9;9;3;9;9;9;3;9;9;9;3;9
435;Mujer;4;1;9;9;9;9;9;3;9;1;9;9;9
436;Mujer;5;9;2;9;9;9;9;3;9;9;9;3;9
437;Hombre;5;9;2;9;9;9;9;3;9;9;2;9;9
438;Mujer;4;9;9;3;9;9;2;9;9;9;9;3;9
439;Hombre;5;9;2;9;9;9;2;9;9;1;9;9;9
440;Hombre;3;9;2;9;9;9;2;9;9;9;9;9;4
441;Hombre;5;9;2;9;9;9;2;9;9;1;9;9;9
442;Hombre;3;9;9;3;9;9;9;3;9;9;9;3;9
443;Hombre;2;9;9;3;9;9;2;9;9;9;2;9;9
444;Mujer;5;9;2;9;9;9;9;3;9;9;2;9;9
445;Mujer;5;9;9;3;9;9;9;3;9;9;9;3;9
446;Hombre;5;1;9;9;9;9;2;9;9;9;2;9;9
447;Hombre;5;9;2;9;9;9;2;9;9;9;2;9;9
448;Mujer;4;9;9;3;9;9;9;3;9;9;2;9;9
449;Mujer;4;9;2;9;9;1;9;9;9;1;9;9;9
450;Mujer;5;9;9;9;9;9;9;9;9;9;2;9;9
451;Mujer;1;9;2;9;9;9;9;3;9;9;9;3;9
452;Hombre;4;9;2;9;9;9;2;9;9;9;2;9;9
453;Hombre;4;9;2;9;9;9;9;3;9;9;2;9;9
454;Mujer;5;9;2;9;9;9;2;9;9;9;2;9;9
455;Mujer;1;9;9;3;9;9;9;3;9;9;2;9;9
456;Hombre;5;9;2;9;9;9;9;3;9;9;9;3;9
457;Mujer;5;9;2;9;9;9;2;9;9;9;9;3;9
458;Hombre;5;9;2;9;9;9;9;3;9;1;9;9;9
459;Hombre;5;9;2;9;9;9;2;9;9;9;2;9;9
460;Mujer;2;9;9;3;9;9;9;3;9;9;9;3;9
461;Mujer;1;9;2;9;9;9;9;3;9;9;9;3;9
462;Mujer;1;9;2;9;9;9;9;3;9;9;2;9;9
463;Hombre;4;9;2;9;9;9;2;9;9;9;2;9;9
464;Hombre;2;9;9;3;9;9;9;3;9;9;2;9;9
465;Mujer;1;9;2;9;9;9;2;9;9;1;9;9;9
466;Mujer;5;1;9;9;9;9;2;9;9;9;2;9;9
467;Mujer;1;9;9;3;9;9;9;3;9;9;2;9;9
468;Mujer;5;9;2;9;9;9;2;9;9;9;2;9;9
469;Hombre;3;9;2;9;9;9;2;9;9;1;9;9;9
470;Hombre;3;9;2;9;9;9;9;3;9;9;2;9;9
471;Mujer;2;9;2;9;9;9;9;3;9;9;2;9;9
472;Hombre;5;1;9;9;9;1;9;9;9;1;9;9;9
473;Hombre;1;9;9;3;9;9;9;3;9;1;9;9;9
474;Mujer;5;9;9;3;9;9;9;9;4;9;9;3;9
475;Mujer;4;9;9;3;9;9;9;3;9;1;9;9;9
476;Mujer;4;9;2;9;9;9;2;9;9;9;2;9;9
477;Hombre;3;9;2;9;9;9;2;9;9;9;2;9;9
478;Mujer;5;1;9;9;9;9;2;9;9;1;9;9;9
479;Mujer;4;9;2;9;9;9;2;9;9;9;2;9;9
480;Mujer;1;9;9;3;9;9;2;9;9;9;9;3;9
481;Hombre;3;9;9;3;9;9;2;9;9;9;9;3;9
482;Mujer;5;9;2;9;9;9;2;9;9;9;9;3;9
483;Mujer;2;9;2;9;9;9;9;3;9;9;2;9;9
484;Mujer;5;9;2;9;9;9;2;9;9;1;9;9;9
485;Mujer;4;9;2;9;9;9;2;9;9;1;9;9;9
486;Mujer;1;9;2;9;9;9;9;3;9;9;2;9;9
487;Mujer;5;1;9;9;9;9;2;9;9;9;2;9;9
488;Hombre;3;9;2;9;9;9;9;3;9;1;9;9;9
489;Hombre;4;9;2;9;9;9;9;3;9;9;2;9;9
490;Hombre;5;9;2;9;9;9;2;9;9;1;9;9;9
491;Mujer;5;9;2;9;9;9;9;3;9;9;2;9;9
492;Mujer;5;9;2;9;9;9;2;9;9;9;2;9;9
493;Hombre;4;9;2;9;9;9;2;9;9;9;9;3;9
494;Mujer;3;9;2;9;9;9;2;9;9;9;2;9;9
495;Mujer;4;9;9;3;9;9;9;3;9;9;9;3;9
496;Hombre;2;9;9;3;9;9;9;3;9;9;9;3;9
497;Hombre;5;9;9;3;9;9;9;3;9;9;2;9;9
498;Hombre;2;1;9;9;9;9;9;9;4;9;9;9;4
499;Mujer;5;1;9;9;9;1;9;9;9;9;9;9;9
500;Mujer;2;1;9;9;9;9;9;9;4;9;2;9;9
501;Hombre;4;9;9;3;9;9;9;9;4;1;9;9;9
502;Hombre;5;1;9;9;9;9;9;9;4;1;9;9;9
503;Mujer;3;1;9;9;9;1;9;9;9;1;9;9;9
504;Hombre;4;1;9;9;9;9;2;9;9;1;9;9;9
505;Mujer;5;9;2;9;9;9;2;9;9;9;9;3;9
506;Hombre;3;9;2;9;9;9;2;9;9;9;9;3;9
507;Hombre;5;9;2;9;9;9;2;9;9;9;2;9;9
508;Mujer;5;9;2;9;9;9;2;9;9;9;2;9;9
509;Hombre;5;9;9;3;9;9;9;3;9;9;9;3;9
510;Mujer;5;9;2;9;9;9;2;9;9;9;2;9;9
511;Mujer;5;1;9;9;9;1;9;9;9;1;9;9;9
512;Mujer;4;9;2;9;9;9;2;9;9;9;2;9;9
513;Hombre;5;1;9;9;9;1;9;9;9;9;2;9;9
514;Mujer;4;9;2;9;9;9;2;9;9;9;2;9;9
515;Mujer;1;1;9;9;9;9;9;3;9;9;9;9;4
516;Mujer;4;1;9;9;9;9;2;9;9;9;2;9;9
517;Mujer;3;9;2;9;9;9;9;3;9;9;2;9;9
518;Hombre;3;9;2;9;9;9;2;9;9;9;2;9;9
519;Hombre;5;9;9;3;9;9;9;3;9;9;9;3;9
520;Mujer;5;9;2;9;9;9;9;9;4;9;9;9;4
521;Mujer;2;9;9;3;9;9;9;3;9;9;2;9;9
522;Mujer;1;9;2;9;9;9;9;3;9;9;9;3;9
523;Hombre;5;9;2;9;9;9;9;3;9;9;9;3;9
524;Mujer;5;9;2;9;9;9;2;9;9;9;2;9;9
525;Hombre;5;9;2;9;9;9;9;9;4;9;9;3;9
526;Hombre;2;9;9;3;9;9;9;3;9;9;9;3;9
527;Mujer;5;9;2;9;9;9;2;9;9;9;2;9;9
528;Mujer;3;9;2;9;9;9;9;9;4;9;2;9;9
529;Mujer;4;9;9;3;9;9;9;3;9;9;9;3;9
530;Mujer;5;9;9;3;9;9;9;3;9;9;2;9;9
531;Hombre;2;9;2;9;9;9;2;9;9;9;2;9;9
532;Hombre;3;1;9;9;9;9;2;9;9;9;2;9;9
533;Hombre;5;9;9;3;9;9;9;9;4;9;2;9;9
534;Hombre;5;9;2;9;9;9;2;9;9;9;2;9;9
535;Mujer;3;9;2;9;9;9;2;9;9;1;9;9;9
536;Hombre;4;9;9;3;9;9;9;3;9;9;9;3;9
537;Mujer;1;9;2;9;9;9;9;3;9;9;9;3;9
538;Mujer;3;9;9;3;9;9;9;3;9;9;2;9;9
539;Hombre;5;9;2;9;9;9;9;3;9;9;2;9;9
540;Hombre;4;9;2;9;9;9;2;9;9;9;9;3;9
541;Mujer;5;9;2;9;9;9;9;3;9;9;2;9;9
542;Hombre;5;9;2;9;9;9;9;3;9;9;2;9;9
543;Mujer;1;9;9;3;9;9;9;3;9;9;2;9;9
544;Mujer;4;9;2;9;9;9;2;9;9;9;2;9;9
545;Mujer;4;9;2;9;9;9;9;3;9;9;2;9;9
546;Mujer;4;9;2;9;9;9;2;9;9;1;9;9;9
547;Mujer;4;9;9;3;9;9;9;3;9;9;2;9;9
548;Hombre;4;9;2;9;9;9;2;9;9;9;2;9;9
549;Hombre;1;9;9;3;9;9;9;3;9;9;2;9;9
550;Mujer;5;9;2;9;9;9;2;9;9;9;2;9;9
551;Mujer;4;9;2;9;9;9;2;9;9;1;9;9;9
552;Mujer;4;9;2;9;9;9;2;9;9;1;9;9;9
553;Mujer;4;9;2;9;9;1;9;9;9;1;9;9;9
554;Hombre;3;9;9;3;9;9;2;9;9;9;2;9;9
555;Mujer;5;9;2;9;9;9;2;9;9;9;2;9;9
556;Hombre;2;9;9;3;9;9;9;3;9;9;2;9;9
557;Hombre;5;1;9;9;9;9;2;9;9;9;2;9;9
558;Mujer;2;9;9;3;9;9;9;3;9;9;2;9;9
559;Hombre;2;9;9;3;9;9;2;9;9;9;2;9;9
560;Mujer;1;9;9;3;9;9;9;3;9;9;9;3;9
561;Hombre;5;9;2;9;9;9;2;9;9;9;2;9;9
562;Mujer;4;9;9;3;9;9;9;3;9;9;2;9;9
563;Mujer;1;9;9;3;9;9;9;3;9;9;2;9;9
564;Mujer;1;9;2;9;9;9;9;3;9;9;2;9;9
565;Hombre;5;1;9;9;9;9;2;9;9;9;2;9;9
566;Mujer;5;9;2;9;9;9;2;9;9;9;2;9;9
567;Mujer;5;1;9;9;9;9;2;9;9;9;2;9;9
568;Hombre;5;1;9;9;9;9;9;3;9;9;2;9;9
569;Hombre;5;9;2;9;9;9;2;9;9;9;2;9;9
570;Mujer;2;9;2;9;9;9;2;9;9;9;9;3;9
571;Mujer;4;9;2;9;9;9;9;3;9;9;2;9;9
572;Mujer;3;9;2;9;9;9;9;3;9;9;2;9;9
573;Mujer;5;1;9;9;9;9;2;9;9;9;2;9;9
574;Mujer;5;9;2;9;9;9;2;9;9;9;9;3;9
575;Hombre;3;9;2;9;9;9;2;9;9;1;9;9;9
576;Mujer;5;9;2;9;9;9;9;3;9;9;9;3;9
577;Mujer;2;9;9;3;9;9;9;9;4;9;9;3;9
578;Hombre;1;9;2;9;9;9;2;9;9;9;9;3;9
579;Mujer;3;9;2;9;9;9;9;3;9;9;9;3;9
580;Hombre;3;9;9;3;9;9;9;3;9;9;2;9;9
581;Mujer;5;1;9;9;9;1;9;9;9;1;9;9;9
582;Hombre;5;9;9;3;9;9;9;3;9;1;9;9;9
583;Hombre;2;9;2;9;9;9;2;9;9;1;9;9;9
584;Hombre;3;9;2;9;9;9;2;9;9;9;2;9;9
585;Hombre;5;9;2;9;9;9;9;3;9;9;9;3;9
586;Mujer;5;9;2;9;9;9;9;3;9;9;2;9;9
587;Mujer;5;9;9;3;9;9;9;3;9;9;9;3;9
588;Hombre;3;9;2;9;9;9;2;9;9;9;9;3;9
589;Mujer;4;9;2;9;9;9;2;9;9;9;9;3;9
590;Mujer;5;9;2;9;9;9;2;9;9;9;9;3;9
591;Mujer;3;1;9;9;9;9;2;9;9;9;2;9;9
592;Mujer;2;9;2;9;9;9;2;9;9;9;2;9;9
593;Hombre;1;1;9;9;9;9;2;9;9;9;9;3;9
594;Hombre;3;9;2;9;9;9;9;3;9;9;2;9;9
595;Mujer;5;9;9;3;9;9;9;3;9;1;9;9;9
596;Mujer;5;9;2;9;9;9;9;3;9;9;2;9;9
598;Mujer;5;1;9;9;9;9;9;3;9;1;9;9;9
599;Hombre;4;9;2;9;9;9;2;9;9;1;9;9;9
600;Hombre;1;9;9;3;9;9;2;9;9;9;9;3;9
601;Mujer;4;9;2;9;9;9;2;9;9;1;9;9;9
602;Hombre;2;9;2;9;9;9;9;3;9;9;2;9;9
603;Hombre;4;9;2;9;9;9;2;9;9;1;9;9;9
607;Hombre;4;9;2;9;9;9;2;9;9;9;9;3;9
608;Hombre;4;1;9;9;9;1;9;9;9;1;9;9;9
609;Mujer;3;9;2;9;9;9;2;9;9;9;2;9;9
610;Hombre;4;1;9;9;9;1;9;9;9;1;9;9;9
611;Mujer;5;9;2;9;9;9;9;3;9;9;9;3;9
612;Mujer;1;9;2;9;9;9;9;3;9;9;2;9;9
613;Mujer;2;9;2;9;9;9;9;3;9;9;2;9;9
614;Mujer;5;9;2;9;9;9;9;3;9;9;2;9;9
615;Hombre;4;9;2;9;9;9;9;3;9;9;2;9;9
616;Hombre;4;9;2;9;9;9;9;3;9;9;2;9;9
617;Mujer;5;9;2;9;9;9;9;3;9;9;2;9;9
618;Hombre;2;9;2;9;9;9;9;3;9;9;2;9;9
619;Hombre;5;9;2;9;9;9;9;3;9;1;9;9;9
620;Mujer;5;9;2;9;9;9;9;9;9;9;9;9;9
621;Hombre;5;1;9;9;9;9;9;3;9;9;2;9;9
622;Mujer;5;9;2;9;9;9;9;3;9;9;9;3;9
623;Mujer;5;9;2;9;9;9;9;9;9;1;9;9;9
624;Mujer;5;9;2;9;9;9;9;9;9;9;9;3;9
625;Mujer;1;1;9;9;9;9;9;9;9;9;9;3;9
626;Mujer;4;1;9;9;9;9;2;9;9;9;2;9;9
627;Mujer;5;9;2;9;9;9;9;9;9;1;9;9;9
628;Hombre;1;9;9;3;9;9;2;9;9;9;2;9;9
629;Mujer;2;9;9;3;9;9;9;3;9;9;2;9;9
630;Hombre;3;9;9;3;9;9;9;3;9;9;2;9;9
631;Mujer;1;9;2;9;9;9;2;9;9;9;9;3;9
632;Hombre;4;9;9;3;9;9;9;3;9;1;9;9;9
633;Mujer;3;9;2;9;9;9;9;3;9;1;9;9;9
634;Mujer;3;9;2;9;9;9;9;3;9;9;2;9;9
635;Hombre;2;9;2;9;9;9;2;9;9;9;2;9;9
636;Hombre;1;9;2;9;9;9;2;9;9;9;9;3;9
637;Hombre;2;9;2;9;9;9;2;9;9;9;9;3;9
638;Mujer;5;9;2;9;9;9;9;3;9;9;9;3;9
639;Hombre;3;9;2;9;9;9;2;9;9;9;9;3;9
640;Mujer;1;9;2;9;9;9;9;3;9;9;9;3;9
641;Mujer;5;9;2;9;9;9;2;9;9;9;9;9;9
642;Hombre;2;9;9;3;9;9;9;3;9;9;2;9;9
643;Mujer;5;9;2;9;9;9;2;9;9;9;9;9;9
644;Mujer;1;9;9;9;4;9;9;9;4;9;9;9;4
645;Hombre;2;9;2;9;9;9;9;3;9;9;2;9;9
646;Hombre;4;9;2;9;9;9;2;9;9;1;9;9;9
647;Hombre;5;9;2;9;9;9;9;3;9;9;9;9;4
649;Hombre;1;9;2;9;9;9;9;3;9;9;9;3;9
650;Hombre;5;1;9;9;9;9;2;9;9;9;2;9;9
651;Mujer;2;1;9;9;9;9;9;3;9;9;9;3;9
652;Mujer;2;9;2;9;9;9;9;3;9;9;9;3;9
653;Mujer;5;9;2;9;9;1;9;9;9;9;2;9;9
654;Mujer;2;9;9;9;4;9;9;3;9;9;9;9;4
655;Hombre;4;1;9;9;9;9;2;9;9;1;9;9;9
656;Hombre;3;9;9;3;9;9;2;9;9;9;2;9;9
657;Mujer;4;9;2;9;9;9;9;3;9;9;9;3;9
658;Hombre;5;9;9;3;9;9;9;3;9;1;9;9;9
659;Mujer;3;9;9;3;9;9;9;9;4;9;9;9;4
660;Mujer;5;9;2;9;9;9;2;9;9;9;2;9;9
661;Mujer;1;9;9;3;9;9;9;3;9;9;9;3;9
662;Mujer;2;9;2;9;9;9;9;3;9;9;2;9;9
663;Hombre;2;9;2;9;9;9;9;3;9;9;9;3;9
664;Hombre;1;9;2;9;9;9;2;9;9;9;2;9;9
665;Mujer;5;9;9;3;9;9;9;3;9;9;2;9;9
666;Hombre;4;9;2;9;9;9;2;9;9;9;2;9;9
667;Hombre;5;9;2;9;9;9;2;9;9;9;2;9;9
668;Mujer;2;9;9;3;9;9;2;9;9;1;9;9;9
669;Mujer;5;9;9;3;9;9;2;9;9;9;2;9;9
670;Hombre;4;9;9;3;9;9;9;3;9;9;2;9;9
671;Mujer;5;9;9;3;9;9;9;3;9;1;9;9;9
672;Hombre;5;9;2;9;9;9;2;9;9;9;2;9;9
673;Hombre;3;9;2;9;9;9;2;9;9;9;9;3;9
674;Hombre;2;9;2;9;9;1;9;9;9;9;9;3;9
675;Mujer;1;9;2;9;9;9;9;3;9;9;9;3;9
676;Mujer;4;1;9;9;9;9;9;3;9;1;9;9;9
677;Hombre;1;9;2;9;9;9;9;3;9;1;9;9;9
678;Hombre;3;9;2;9;9;9;9;3;9;1;9;9;9
679;Mujer;2;9;9;3;9;9;9;3;9;9;2;9;9
680;Mujer;5;9;2;9;9;9;9;3;9;1;9;9;9
681;Mujer;4;9;9;3;9;9;9;3;9;9;9;3;9
682;Hombre;4;9;2;9;9;9;2;9;9;9;2;9;9
683;Mujer;4;9;2;9;9;9;9;3;9;1;9;9;9
684;Mujer;4;9;9;3;9;9;9;3;9;9;2;9;9
685;Mujer;5;9;9;3;9;9;2;9;9;1;9;9;9
686;Hombre;1;9;2;9;9;9;2;9;9;9;9;3;9
687;Hombre;1;9;9;3;9;9;9;3;9;1;9;9;9
688;Hombre;3;9;2;9;9;9;2;9;9;9;2;9;9
689;Mujer;5;9;2;9;9;9;9;3;9;9;2;9;9
690;Hombre;3;9;2;9;9;9;2;9;9;9;2;9;9
691;Mujer;5;9;9;3;9;9;9;3;9;9;9;9;9
692;Mujer;3;9;2;9;9;9;9;3;9;9;9;3;9
693;Hombre;3;9;9;3;9;9;9;3;9;9;2;9;9
694;Hombre;3;9;2;9;9;9;2;9;9;1;9;9;9
695;Hombre;5;9;2;9;9;9;2;9;9;1;9;9;9
696;Mujer;5;9;2;9;9;9;2;9;9;9;2;9;9
697;Mujer;1;9;9;3;9;9;9;3;9;1;9;9;9
698;Hombre;5;9;2;9;9;9;9;3;9;9;2;9;9
699;Hombre;2;9;9;3;9;9;9;3;9;9;2;9;9
700;Mujer;5;9;2;9;9;9;9;3;9;9;9;3;9
702;Hombre;5;9;9;3;9;9;9;9;9;1;9;9;9
703;Hombre;2;9;9;3;9;9;9;3;9;1;9;9;9
704;Hombre;5;9;9;3;9;9;2;9;9;1;9;9;9
705;Mujer;5;9;9;3;9;9;9;3;9;9;2;9;9
706;Mujer;1;1;9;9;9;9;9;3;9;1;9;9;9
707;Mujer;3;9;9;3;9;9;2;9;9;1;9;9;9
708;Mujer;3;9;9;3;9;9;9;3;9;9;9;3;9
709;Mujer;5;9;9;3;9;9;9;3;9;1;9;9;9
710;Hombre;4;9;2;9;9;9;2;9;9;9;2;9;9
711;Mujer;3;1;9;9;9;9;2;9;9;1;9;9;9
712;Hombre;4;9;9;3;9;9;9;3;9;1;9;9;9
713;Hombre;5;9;2;9;9;9;2;9;9;1;9;9;9
714;Hombre;3;9;9;3;9;9;9;3;9;9;2;9;9
715;Mujer;4;1;9;9;9;1;9;9;9;9;2;9;9
716;Mujer;5;9;9;3;9;9;2;9;9;1;9;9;9
718;Hombre;1;9;2;9;9;9;9;3;9;9;9;9;9
719;Mujer;4;9;2;9;9;9;9;3;9;9;2;9;9
720;Hombre;4;9;2;9;9;9;2;9;9;1;9;9;9
721;Hombre;3;9;2;9;9;9;2;9;9;9;2;9;9
722;Mujer;1;9;2;9;9;9;2;9;9;9;2;9;9
723;Hombre;4;9;9;3;9;9;9;3;9;9;2;9;9
724;Hombre;5;9;2;9;9;9;9;3;9;9;9;3;9
725;Mujer;1;9;2;9;9;9;9;3;9;9;9;9;4
726;Mujer;5;9;2;9;9;9;2;9;9;9;2;9;9
727;Hombre;5;9;2;9;9;1;9;9;9;9;2;9;9
728;Mujer;2;9;2;9;9;9;9;3;9;9;2;9;9
729;Hombre;4;9;9;3;9;9;9;3;9;9;9;3;9
730;Mujer;5;9;9;3;9;9;9;3;9;9;2;9;9
731;Hombre;2;9;2;9;9;9;9;3;9;9;2;9;9
732;Mujer;3;9;2;9;9;9;9;3;9;9;9;3;9
733;Mujer;3;9;2;9;9;9;9;3;9;9;9;9;9
734;Mujer;4;9;2;9;9;9;9;3;9;9;9;9;4
735;Mujer;2;9;2;9;9;9;9;9;9;9;2;9;9
736;Hombre;1;9;9;3;9;9;9;3;9;9;2;9;9
737;Hombre;2;9;2;9;9;9;9;3;9;9;2;9;9
738;Mujer;3;1;9;9;9;9;2;9;9;9;2;9;9
739;Mujer;3;9;2;9;9;9;9;3;9;9;2;9;9
740;Mujer;4;9;2;9;9;9;9;3;9;9;9;3;9
742;Hombre;1;9;9;3;9;9;2;9;9;9;2;9;9
743;Mujer;2;9;2;9;9;9;9;9;4;9;2;9;9
744;Hombre;5;9;2;9;9;9;2;9;9;1;9;9;9
745;Mujer;1;9;9;3;9;9;2;9;9;9;2;9;9
746;Mujer;3;9;9;3;9;9;9;3;9;9;2;9;9
747;Hombre;2;9;9;3;9;9;2;9;9;9;2;9;9
748;Hombre;1;9;2;9;9;9;9;9;4;9;2;9;9
749;Mujer;5;1;9;9;9;9;9;3;9;1;9;9;9
750;Mujer;4;9;2;9;9;9;9;3;9;9;2;9;9
751;Hombre;3;9;9;3;9;9;9;3;9;9;2;9;9
752;Hombre;5;9;2;9;9;9;2;9;9;1;9;9;9
753;Mujer;4;9;2;9;9;9;2;9;9;1;9;9;9
754;Mujer;5;9;2;9;9;9;2;9;9;1;9;9;9
755;Hombre;2;9;9;3;9;9;9;9;4;9;2;9;9
756;Mujer;5;9;2;9;9;9;9;3;9;1;9;9;9
757;Hombre;2;9;9;3;9;9;9;3;9;9;2;9;9
758;Hombre;2;9;2;9;9;9;2;9;9;9;2;9;9
759;Hombre;1;9;9;3;9;9;9;3;9;9;9;3;9
760;Mujer;3;9;9;3;9;9;9;3;9;9;9;3;9
761;Hombre;1;9;2;9;9;9;2;9;9;9;2;9;9
762;Hombre;2;9;9;3;9;9;9;3;9;9;9;3;9
763;Mujer;1;9;2;9;9;9;9;3;9;9;2;9;9
764;Mujer;1;9;2;9;9;9;2;9;9;9;2;9;9
766;Hombre;4;9;2;9;9;9;2;9;9;1;9;9;9
767;Mujer;5;9;9;3;9;9;9;9;4;9;9;3;9
768;Mujer;5;9;9;9;9;9;9;9;9;9;2;9;9
769;Mujer;4;9;2;9;9;9;9;3;9;9;2;9;9
770;Hombre;5;9;2;9;9;9;2;9;9;9;9;3;9
771;Mujer;4;9;9;3;9;9;9;3;9;9;2;9;9
772;Hombre;5;9;2;9;9;1;9;9;9;1;9;9;9
773;Mujer;4;9;2;9;9;9;2;9;9;1;9;9;9
774;Mujer;5;9;2;9;9;9;2;9;9;9;2;9;9
775;Hombre;5;9;2;9;9;9;2;9;9;9;2;9;9
776;Hombre;1;9;2;9;9;9;9;3;9;1;9;9;9
777;Hombre;4;9;2;9;9;9;2;9;9;9;2;9;9
778;Mujer;4;1;9;9;9;9;9;3;9;1;9;9;9
779;Mujer;3;9;2;9;9;9;9;3;9;9;9;9;4
780;Hombre;2;9;9;3;9;9;9;3;9;9;2;9;9
781;Mujer;2;9;2;9;9;9;2;9;9;9;2;9;9
782;Mujer;3;9;2;9;9;9;9;3;9;9;9;9;4
783;Hombre;4;9;2;9;9;9;2;9;9;1;9;9;9
784;Hombre;4;9;2;9;9;9;2;9;9;1;9;9;9
785;Hombre;5;9;9;3;9;9;9;9;4;9;9;3;9
786;Hombre;5;9;2;9;9;9;9;3;9;9;2;9;9
787;Mujer;4;9;2;9;9;9;9;3;9;9;2;9;9
788;Mujer;5;9;2;9;9;9;2;9;9;9;2;9;9
790;Hombre;2;9;2;9;9;9;2;9;9;1;9;9;9
791;Hombre;2;9;2;9;9;9;9;3;9;9;2;9;9
792;Hombre;2;1;9;9;9;9;2;9;9;9;2;9;9
793;Mujer;2;9;2;9;9;9;2;9;9;1;9;9;9
794;Mujer;1;9;2;9;9;9;2;9;9;1;9;9;9
795;Mujer;1;9;2;9;9;9;2;9;9;1;9;9;9
796;Mujer;2;9;2;9;9;9;2;9;9;1;9;9;9
797;Mujer;2;9;2;9;9;9;2;9;9;9;2;9;9
798;Mujer;4;9;2;9;9;9;2;9;9;9;2;9;9
799;Hombre;3;9;9;3;9;9;9;3;9;9;9;3;9
800;Mujer;3;9;2;9;9;9;2;9;9;9;2;9;9
801;Mujer;2;9;2;9;9;9;2;9;9;9;2;9;9
802;Hombre;1;9;2;9;9;9;2;9;9;9;9;3;9
803;Mujer;2;9;2;9;9;9;2;9;9;9;2;9;9
806;Hombre;4;9;2;9;9;9;2;9;9;9;2;9;9
807;Mujer;2;9;2;9;9;9;2;9;9;9;2;9;9
808;Mujer;4;9;2;9;9;9;2;9;9;9;2;9;9
809;Hombre;5;9;2;9;9;9;9;3;9;9;2;9;9
810;Mujer;3;9;2;9;9;9;9;3;9;9;9;9;4
