Bicentenario 2015;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
FOLIO;SEXO;Tramo edad;S1.-Eliminar la pobreza 1;S1.-Eliminar la pobreza 2;S1.-Eliminar la pobreza 3;S1.-Eliminar la pobreza 4;S2.-Ser un país desarrollado 1;S2.-Ser un país desarrollado 2;S2.-Ser un país desarrollado 3;S2.-Ser un país desarrollado 4;S3.-Detener el daño al medio ambiente 1;S3.-Detener el daño al medio ambiente 2;S3.-Detener el daño al medio ambiente 3;S3.-Detener el daño al medio ambiente 4
811;Hombre;5;9;2;9;9;9;2;9;9;9;2;9;9
812;Hombre;4;9;2;9;9;9;2;9;9;9;2;9;9
813;Hombre;3;9;2;9;9;9;2;9;9;1;9;9;9
814;Mujer;3;9;2;9;9;9;2;9;9;1;9;9;9
815;Mujer;1;9;2;9;9;9;2;9;9;9;2;9;9
816;Mujer;2;9;2;9;9;9;2;9;9;9;2;9;9
817;Mujer;3;9;2;9;9;9;2;9;9;9;2;9;9
818;Hombre;5;9;2;9;9;9;2;9;9;9;2;9;9
819;Hombre;5;9;2;9;9;9;2;9;9;9;2;9;9
820;Hombre;5;9;2;9;9;9;2;9;9;9;9;3;9
821;Hombre;5;9;2;9;9;9;2;9;9;9;9;3;9
822;Hombre;5;9;2;9;9;9;9;3;9;9;2;9;9
823;Hombre;1;9;2;9;9;9;9;3;9;9;9;3;9
824;Hombre;4;9;2;9;9;9;2;9;9;9;2;9;9
825;Mujer;1;1;9;9;9;9;2;9;9;1;9;9;9
826;Hombre;4;9;2;9;9;9;2;9;9;1;9;9;9
827;Mujer;5;9;2;9;9;9;2;9;9;9;2;9;9
828;Mujer;4;9;2;9;9;9;9;3;9;9;2;9;9
829;Hombre;2;9;2;9;9;1;9;9;9;1;9;9;9
830;Mujer;2;1;9;9;9;9;2;9;9;9;2;9;9
831;Hombre;2;9;9;3;9;9;2;9;9;1;9;9;9
832;Hombre;2;9;2;9;9;1;9;9;9;1;9;9;9
833;Hombre;2;9;2;9;9;9;9;3;9;9;2;9;9
834;Mujer;5;9;9;3;9;9;9;3;9;9;9;3;9
835;Mujer;5;9;2;9;9;9;9;3;9;9;2;9;9
836;Mujer;1;1;9;9;9;9;2;9;9;1;9;9;9
837;Mujer;1;9;9;3;9;9;9;3;9;9;9;3;9
838;Hombre;3;1;9;9;9;9;2;9;9;9;2;9;9
839;Hombre;5;9;2;9;9;9;2;9;9;1;9;9;9
840;Hombre;3;9;2;9;9;9;9;3;9;9;2;9;9
841;Hombre;3;9;9;3;9;9;9;3;9;1;9;9;9
842;Hombre;3;9;2;9;9;9;2;9;9;9;2;9;9
843;Mujer;2;9;2;9;9;9;9;3;9;1;9;9;9
844;Mujer;5;9;2;9;9;9;2;9;9;9;2;9;9
845;Mujer;3;9;2;9;9;1;9;9;9;1;9;9;9
846;Mujer;3;9;2;9;9;9;2;9;9;9;9;3;9
847;Mujer;2;9;9;3;9;9;9;3;9;1;9;9;9
848;Hombre;3;9;2;9;9;9;2;9;9;9;2;9;9
849;Mujer;3;1;9;9;9;9;2;9;9;1;9;9;9
850;Hombre;3;9;2;9;9;9;2;9;9;1;9;9;9
851;Hombre;5;9;2;9;9;9;2;9;9;9;2;9;9
852;Mujer;5;9;2;9;9;9;2;9;9;9;2;9;9
853;Hombre;5;9;2;9;9;9;9;3;9;9;9;3;9
854;Mujer;2;9;2;9;9;9;2;9;9;9;9;3;9
855;Hombre;2;9;2;9;9;9;9;3;9;9;2;9;9
856;Mujer;5;9;2;9;9;9;2;9;9;9;9;3;9
857;Hombre;1;9;2;9;9;9;9;3;9;9;2;9;9
858;Hombre;1;9;2;9;9;9;9;3;9;9;9;3;9
859;Mujer;4;9;2;9;9;9;2;9;9;9;2;9;9
860;Mujer;4;9;2;9;9;9;2;9;9;9;2;9;9
861;Hombre;3;9;9;3;9;9;9;3;9;9;9;3;9
862;Mujer;4;9;2;9;9;9;9;3;9;9;2;9;9
863;Mujer;1;9;9;3;9;9;9;3;9;9;9;3;9
864;Mujer;2;9;2;9;9;9;2;9;9;1;9;9;9
865;Mujer;5;9;2;9;9;9;2;9;9;9;9;3;9
866;Hombre;1;9;9;3;9;9;2;9;9;9;2;9;9
867;Mujer;2;9;9;3;9;9;9;3;9;9;9;3;9
868;Mujer;2;9;2;9;9;9;9;3;9;9;9;9;4
869;Hombre;5;9;9;3;9;9;9;3;9;9;9;3;9
870;Hombre;2;9;2;9;9;9;2;9;9;9;9;3;9
871;Mujer;5;9;2;9;9;9;2;9;9;9;9;3;9
872;Hombre;4;9;9;3;9;9;9;3;9;9;2;9;9
873;Hombre;5;9;2;9;9;9;2;9;9;9;2;9;9
874;Mujer;5;9;2;9;9;9;2;9;9;9;2;9;9
875;Hombre;4;9;2;9;9;9;2;9;9;9;2;9;9
876;Mujer;3;9;2;9;9;9;2;9;9;9;9;3;9
877;Hombre;2;9;2;9;9;9;9;3;9;9;2;9;9
878;Mujer;1;9;2;9;9;9;9;3;9;9;2;9;9
879;Mujer;5;9;9;3;9;9;9;9;4;9;9;3;9
880;Mujer;5;9;2;9;9;9;2;9;9;9;9;3;9
881;Mujer;2;9;9;3;9;9;2;9;9;9;2;9;9
882;Mujer;3;9;2;9;9;9;2;9;9;9;2;9;9
883;Mujer;5;1;9;9;9;9;2;9;9;9;2;9;9
884;Hombre;3;9;2;9;9;9;9;3;9;9;2;9;9
885;Mujer;2;9;2;9;9;9;2;9;9;9;2;9;9
886;Mujer;2;9;2;9;9;9;2;9;9;9;2;9;9
887;Hombre;5;9;2;9;9;9;2;9;9;9;2;9;9
888;Hombre;3;9;2;9;9;9;2;9;9;9;2;9;9
889;Hombre;5;9;2;9;9;9;2;9;9;9;2;9;9
890;Hombre;1;9;2;9;9;9;2;9;9;9;2;9;9
891;Mujer;5;1;9;9;9;9;2;9;9;9;2;9;9
892;Hombre;5;9;2;9;9;9;2;9;9;9;2;9;9
897;Hombre;5;9;9;3;9;9;2;9;9;9;9;3;9
898;Hombre;5;9;2;9;9;9;2;9;9;1;9;9;9
899;Mujer;5;1;9;9;9;9;2;9;9;1;9;9;9
900;Mujer;4;9;2;9;9;9;2;9;9;9;9;9;9
901;Hombre;4;9;9;3;9;9;2;9;9;9;2;9;9
902;Hombre;5;1;9;9;9;9;2;9;9;9;2;9;9
903;Hombre;2;1;9;9;9;9;2;9;9;9;2;9;9
906;Mujer;5;1;9;9;9;1;9;9;9;9;2;9;9
907;Mujer;4;1;9;9;9;9;9;3;9;9;9;3;9
908;Hombre;1;9;9;9;4;9;9;9;4;9;2;9;9
909;Hombre;5;9;2;9;9;9;9;3;9;9;2;9;9
910;Mujer;5;9;2;9;9;9;9;3;9;9;2;9;9
911;Mujer;5;9;2;9;9;9;9;3;9;9;9;3;9
912;Mujer;2;9;2;9;9;9;9;3;9;9;9;3;9
913;Mujer;3;9;2;9;9;9;2;9;9;9;9;9;9
914;Mujer;4;9;2;9;9;9;9;3;9;9;2;9;9
915;Mujer;3;9;2;9;9;9;2;9;9;9;2;9;9
916;Mujer;2;9;9;3;9;9;9;3;9;1;9;9;9
917;Hombre;1;9;2;9;9;9;9;9;9;9;9;3;9
918;Mujer;4;1;9;9;9;1;9;9;9;1;9;9;9
919;Hombre;4;9;2;9;9;9;2;9;9;9;2;9;9
920;Hombre;2;9;2;9;9;9;2;9;9;9;9;3;9
921;Mujer;4;9;9;3;9;9;2;9;9;9;9;3;9
922;Mujer;1;1;9;9;9;9;9;3;9;9;2;9;9
923;Hombre;5;9;2;9;9;1;9;9;9;9;2;9;9
924;Hombre;5;9;9;3;9;9;9;3;9;9;2;9;9
925;Hombre;2;9;2;9;9;9;9;3;9;1;9;9;9
926;Mujer;1;9;9;3;9;9;9;9;4;1;9;9;9
927;Mujer;5;9;2;9;9;9;9;3;9;9;2;9;9
928;Mujer;5;1;9;9;9;9;9;3;9;9;2;9;9
929;Mujer;5;9;9;3;9;9;2;9;9;9;2;9;9
930;Mujer;2;9;2;9;9;9;2;9;9;9;2;9;9
931;Hombre;5;9;9;3;9;9;9;3;9;9;2;9;9
932;Hombre;5;9;9;3;9;9;9;3;9;9;2;9;9
933;Hombre;5;9;2;9;9;9;2;9;9;9;2;9;9
934;Hombre;5;9;2;9;9;9;2;9;9;1;9;9;9
935;Hombre;5;9;9;3;9;9;9;3;9;9;9;3;9
936;Mujer;2;9;9;3;9;9;9;3;9;9;2;9;9
937;Mujer;1;9;2;9;9;9;2;9;9;1;9;9;9
938;Hombre;5;9;2;9;9;9;2;9;9;9;2;9;9
939;Mujer;3;9;2;9;9;9;2;9;9;1;9;9;9
940;Mujer;1;9;2;9;9;9;2;9;9;9;2;9;9
941;Hombre;4;9;2;9;9;9;2;9;9;1;9;9;9
942;Mujer;5;9;9;3;9;9;2;9;9;9;2;9;9
943;Mujer;5;9;2;9;9;9;9;3;9;9;9;3;9
944;Hombre;5;9;9;3;9;9;9;3;9;1;9;9;9
945;Mujer;4;9;9;3;9;9;9;3;9;1;9;9;9
946;Mujer;1;9;2;9;9;9;9;3;9;9;2;9;9
947;Hombre;1;9;2;9;9;9;2;9;9;9;9;3;9
948;Mujer;3;9;2;9;9;9;2;9;9;9;2;9;9
949;Mujer;1;9;9;3;9;9;9;3;9;9;2;9;9
950;Hombre;4;9;2;9;9;1;9;9;9;1;9;9;9
951;Mujer;1;9;2;9;9;9;2;9;9;9;9;3;9
952;Hombre;5;9;2;9;9;9;9;3;9;9;9;3;9
953;Hombre;1;9;2;9;9;9;9;3;9;1;9;9;9
954;Mujer;4;9;9;9;4;9;9;9;4;1;9;9;9
955;Hombre;1;9;9;3;9;9;9;3;9;9;9;3;9
956;Mujer;3;9;9;3;9;9;9;3;9;9;2;9;9
957;Mujer;5;9;9;3;9;9;9;3;9;9;9;3;9
958;Mujer;2;1;9;9;9;9;2;9;9;9;9;9;4
959;Hombre;1;9;2;9;9;9;9;3;9;1;9;9;9
960;Hombre;1;9;2;9;9;9;9;3;9;9;2;9;9
962;Hombre;1;9;2;9;9;9;9;3;9;1;9;9;9
963;Hombre;5;9;9;3;9;9;2;9;9;9;9;3;9
964;Mujer;2;9;9;3;9;9;2;9;9;9;9;3;9
965;Mujer;5;9;2;9;9;9;2;9;9;9;9;9;9
966;Hombre;2;9;9;3;9;9;2;9;9;9;9;3;9
967;Hombre;4;9;9;3;9;9;2;9;9;9;2;9;9
968;Mujer;5;9;2;9;9;9;2;9;9;1;9;9;9
969;Hombre;5;9;9;3;9;9;9;3;9;9;9;3;9
970;Hombre;5;1;9;9;9;9;2;9;9;1;9;9;9
971;Mujer;4;9;9;3;9;9;9;9;4;9;9;3;9
972;Mujer;5;9;2;9;9;9;2;9;9;9;2;9;9
973;Hombre;3;9;9;3;9;9;9;3;9;9;2;9;9
974;Mujer;3;9;2;9;9;9;2;9;9;1;9;9;9
975;Mujer;5;1;9;9;9;9;2;9;9;9;2;9;9
976;Hombre;2;9;2;9;9;9;9;3;9;1;9;9;9
977;Mujer;5;9;2;9;9;9;2;9;9;9;9;3;9
978;Mujer;5;9;2;9;9;9;2;9;9;1;9;9;9
979;Mujer;4;9;2;9;9;9;9;3;9;9;2;9;9
980;Mujer;4;9;2;9;9;9;9;9;4;9;2;9;9
981;Hombre;5;9;2;9;9;9;2;9;9;1;9;9;9
982;Mujer;2;9;2;9;9;9;2;9;9;1;9;9;9
983;Mujer;3;9;2;9;9;9;9;3;9;9;9;9;4
984;Hombre;5;9;2;9;9;9;2;9;9;1;9;9;9
985;Hombre;4;9;2;9;9;9;2;9;9;1;9;9;9
986;Hombre;4;9;9;3;9;9;9;3;9;9;9;3;9
987;Mujer;2;9;2;9;9;9;2;9;9;9;2;9;9
988;Hombre;2;9;2;9;9;9;2;9;9;9;2;9;9
989;Mujer;4;9;9;3;9;9;9;3;9;9;9;3;9
990;Mujer;2;9;2;9;9;9;2;9;9;1;9;9;9
991;Hombre;2;1;9;9;9;1;9;9;9;9;2;9;9
992;Mujer;4;9;2;9;9;9;2;9;9;9;2;9;9
993;Mujer;2;9;2;9;9;9;9;3;9;9;2;9;9
994;Mujer;2;9;2;9;9;9;2;9;9;9;2;9;9
995;Mujer;4;1;9;9;9;9;9;3;9;1;9;9;9
996;Mujer;5;9;2;9;9;9;2;9;9;1;9;9;9
997;Hombre;4;9;2;9;9;9;2;9;9;1;9;9;9
998;Hombre;3;9;9;3;9;9;9;3;9;9;9;9;4
999;Hombre;5;9;2;9;9;9;9;3;9;1;9;9;9
1000;Hombre;4;9;2;9;9;9;2;9;9;1;9;9;9
1001;Hombre;2;1;9;9;9;1;9;9;9;9;2;9;9
1002;Hombre;4;9;9;3;9;9;9;3;9;1;9;9;9
1003;Mujer;2;9;2;9;9;9;2;9;9;9;2;9;9
1004;Hombre;5;9;9;3;9;9;2;9;9;1;9;9;9
1005;Mujer;2;9;9;3;9;9;2;9;9;1;9;9;9
1006;Hombre;1;9;9;3;9;9;9;3;9;1;9;9;9
1007;Mujer;1;9;2;9;9;9;9;3;9;1;9;9;9
1008;Hombre;4;9;2;9;9;9;9;3;9;9;2;9;9
1009;Mujer;4;9;2;9;9;9;2;9;9;9;9;3;9
1010;Hombre;4;9;9;3;9;9;9;3;9;1;9;9;9
1011;Hombre;5;9;9;3;9;9;2;9;9;9;9;3;9
1012;Mujer;3;9;2;9;9;9;9;3;9;9;2;9;9
1013;Mujer;5;9;9;3;9;9;9;3;9;1;9;9;9
1014;Mujer;1;9;2;9;9;9;9;3;9;9;2;9;9
1015;Mujer;2;9;9;3;9;9;2;9;9;9;2;9;9
1016;Hombre;4;9;9;3;9;9;2;9;9;1;9;9;9
1017;Mujer;3;1;9;9;9;9;2;9;9;1;9;9;9
1018;Hombre;3;9;2;9;9;9;9;3;9;9;2;9;9
1019;Mujer;3;9;2;9;9;9;2;9;9;9;2;9;9
1020;Hombre;5;9;9;3;9;9;2;9;9;9;2;9;9
1021;Mujer;5;1;9;9;9;9;9;3;9;1;9;9;9
1022;Hombre;4;9;2;9;9;9;2;9;9;9;2;9;9
1023;Mujer;4;1;9;9;9;9;9;3;9;1;9;9;9
1024;Mujer;2;9;2;9;9;9;2;9;9;9;2;9;9
1025;Hombre;1;9;2;9;9;9;9;3;9;9;2;9;9
1026;Hombre;1;9;2;9;9;9;9;9;4;9;9;3;9
1027;Hombre;4;9;2;9;9;9;2;9;9;9;2;9;9
1028;Mujer;1;9;2;9;9;9;2;9;9;9;2;9;9
1029;Mujer;5;9;2;9;9;9;2;9;9;9;2;9;9
1030;Mujer;1;1;9;9;9;9;2;9;9;9;2;9;9
1031;Mujer;5;9;9;3;9;9;9;3;9;9;9;3;9
1032;Hombre;4;9;2;9;9;9;9;3;9;1;9;9;9
1033;Hombre;5;9;9;3;9;9;9;3;9;9;9;3;9
1034;Mujer;2;9;9;3;9;9;2;9;9;9;9;3;9
1035;Hombre;5;9;2;9;9;9;2;9;9;1;9;9;9
1036;Mujer;5;9;9;3;9;9;9;3;9;1;9;9;9
1037;Hombre;2;9;9;3;9;1;9;9;9;1;9;9;9
1038;Mujer;3;9;2;9;9;9;2;9;9;9;2;9;9
1039;Mujer;4;1;9;9;9;1;9;9;9;9;9;3;9
1040;Mujer;3;9;2;9;9;9;9;3;9;9;2;9;9
1041;Mujer;1;9;9;3;9;9;9;3;9;1;9;9;9
1042;Hombre;1;9;9;3;9;9;9;3;9;9;2;9;9
1043;Hombre;3;9;2;9;9;9;2;9;9;1;9;9;9
1044;Hombre;3;9;2;9;9;9;2;9;9;9;9;3;9
1045;Mujer;4;9;2;9;9;9;9;3;9;9;2;9;9
1046;Hombre;2;9;9;3;9;9;9;3;9;1;9;9;9
1047;Hombre;3;9;9;3;9;9;9;3;9;9;2;9;9
1048;Mujer;5;1;9;9;9;9;2;9;9;1;9;9;9
1049;Hombre;1;9;2;9;9;9;9;3;9;9;2;9;9
1050;Mujer;2;9;2;9;9;9;9;3;9;9;9;3;9
1051;Mujer;2;1;9;9;9;1;9;9;9;9;2;9;9
1052;Mujer;3;9;2;9;9;9;9;9;9;9;2;9;9
1053;Mujer;5;9;2;9;9;9;2;9;9;9;2;9;9
1054;Mujer;4;9;2;9;9;9;2;9;9;1;9;9;9
1055;Mujer;1;9;2;9;9;9;9;9;9;9;2;9;9
1056;Mujer;2;9;2;9;9;9;9;3;9;1;9;9;9
1057;Mujer;5;1;9;9;9;1;9;9;9;1;9;9;9
1058;Mujer;5;1;9;9;9;9;2;9;9;1;9;9;9
1059;Hombre;5;1;9;9;9;1;9;9;9;1;9;9;9
1060;Mujer;5;9;2;9;9;9;2;9;9;9;2;9;9
1061;Mujer;4;9;2;9;9;9;9;3;9;9;9;3;9
1062;Mujer;4;9;2;9;9;9;2;9;9;9;2;9;9
1063;Hombre;5;9;2;9;9;9;9;3;9;9;2;9;9
1064;Mujer;5;9;2;9;9;9;2;9;9;9;2;9;9
1065;Mujer;5;9;2;9;9;9;2;9;9;9;2;9;9
1066;Mujer;4;9;2;9;9;9;2;9;9;9;2;9;9
1067;Hombre;4;9;2;9;9;1;9;9;9;1;9;9;9
1068;Mujer;5;9;2;9;9;9;2;9;9;9;2;9;9
1069;Mujer;5;1;9;9;9;9;2;9;9;1;9;9;9
1070;Mujer;4;9;2;9;9;9;2;9;9;9;2;9;9
1071;Mujer;4;9;9;3;9;9;9;3;9;9;2;9;9
1072;Mujer;5;9;9;3;9;9;9;9;9;9;2;9;9
1074;Hombre;5;9;2;9;9;9;2;9;9;9;2;9;9
1076;Mujer;4;1;9;9;9;1;9;9;9;1;9;9;9
1077;Hombre;2;9;2;9;9;9;9;3;9;9;9;3;9
1078;Mujer;1;9;2;9;9;9;9;3;9;9;2;9;9
1079;Mujer;5;1;9;9;9;9;9;9;4;9;9;3;9
1080;Mujer;4;9;2;9;9;9;9;3;9;1;9;9;9
1081;Hombre;4;9;9;3;9;9;2;9;9;1;9;9;9
1082;Mujer;5;9;9;3;9;9;9;9;4;1;9;9;9
1083;Mujer;3;9;2;9;9;9;2;9;9;9;2;9;9
1084;Mujer;1;9;2;9;9;9;2;9;9;1;9;9;9
1085;Mujer;1;9;2;9;9;9;9;3;9;9;9;3;9
1086;Mujer;4;9;2;9;9;9;2;9;9;9;2;9;9
1087;Mujer;5;9;2;9;9;9;2;9;9;9;2;9;9
1088;Mujer;4;9;2;9;9;9;2;9;9;9;2;9;9
1089;Mujer;4;1;9;9;9;9;9;3;9;1;9;9;9
1090;Hombre;4;9;9;3;9;1;9;9;9;9;9;9;9
1091;Hombre;5;9;2;9;9;9;9;3;9;1;9;9;9
1092;Mujer;3;9;2;9;9;9;2;9;9;1;9;9;9
1093;Hombre;5;9;2;9;9;9;2;9;9;1;9;9;9
1094;Mujer;5;9;2;9;9;9;2;9;9;9;9;3;9
1095;Hombre;5;9;2;9;9;9;9;3;9;9;2;9;9
1096;Hombre;2;9;9;3;9;9;2;9;9;9;2;9;9
1097;Mujer;5;9;9;3;9;9;9;3;9;9;9;9;9
1098;Mujer;5;1;9;9;9;1;9;9;9;1;9;9;9
1099;Hombre;5;9;2;9;9;9;2;9;9;1;9;9;9
1101;Mujer;1;9;2;9;9;9;9;3;9;9;9;3;9
1102;Mujer;3;9;9;3;9;9;9;9;4;9;9;9;4
1103;Hombre;2;9;9;3;9;9;9;9;4;9;9;9;4
1104;Hombre;4;1;9;9;9;9;9;3;9;9;9;3;9
1105;Hombre;1;9;9;3;9;9;9;9;4;9;9;9;9
1106;Mujer;2;9;9;3;9;9;9;3;9;9;9;9;4
1107;Mujer;5;9;2;9;9;9;9;3;9;9;9;3;9
1108;Hombre;5;9;9;3;9;9;9;3;9;9;9;9;4
1109;Hombre;2;9;2;9;9;9;9;3;9;9;9;3;9
1110;Hombre;3;9;2;9;9;9;2;9;9;9;9;3;9
1111;Hombre;3;1;9;9;9;9;2;9;9;9;9;9;9
1112;Mujer;2;9;2;9;9;9;9;3;9;9;9;3;9
1113;Hombre;5;1;9;9;9;9;9;9;9;1;9;9;9
1114;Hombre;2;9;2;9;9;9;9;3;9;9;9;3;9
1115;Hombre;2;9;9;3;9;9;9;9;4;9;9;3;9
1116;Mujer;5;9;9;9;4;9;9;9;4;9;9;9;4
1117;Hombre;5;9;2;9;9;9;2;9;9;1;9;9;9
1118;Mujer;4;9;2;9;9;9;9;3;9;9;2;9;9
1119;Mujer;2;9;9;3;9;9;9;3;9;1;9;9;9
1120;Hombre;5;9;2;9;9;9;2;9;9;9;2;9;9
1121;Hombre;5;9;2;9;9;1;9;9;9;1;9;9;9
1122;Mujer;1;9;2;9;9;9;2;9;9;9;9;3;9
1123;Mujer;2;9;2;9;9;9;9;3;9;1;9;9;9
1124;Hombre;5;9;2;9;9;9;9;3;9;9;2;9;9
1125;Mujer;3;1;9;9;9;1;9;9;9;9;2;9;9
1126;Mujer;5;9;2;9;9;9;2;9;9;1;9;9;9
1127;Hombre;4;9;2;9;9;9;9;3;9;9;9;3;9
1128;Hombre;2;9;9;3;9;9;9;3;9;9;9;3;9
1129;Mujer;5;9;2;9;9;9;2;9;9;1;9;9;9
1130;Hombre;4;9;9;3;9;9;9;3;9;1;9;9;9
1131;Mujer;4;9;2;9;9;9;9;3;9;1;9;9;9
1132;Hombre;1;9;2;9;9;9;9;3;9;1;9;9;9
1133;Hombre;3;9;2;9;9;9;2;9;9;9;2;9;9
1134;Hombre;2;9;2;9;9;9;9;3;9;9;9;3;9
1135;Hombre;5;9;9;3;9;9;9;3;9;9;2;9;9
1136;Mujer;4;9;9;3;9;9;9;9;4;9;2;9;9
1137;Hombre;5;9;2;9;9;9;9;3;9;9;9;9;4
1138;Hombre;5;9;2;9;9;9;9;3;9;9;9;3;9
1139;Hombre;5;9;9;3;9;9;2;9;9;1;9;9;9
1140;Hombre;5;9;2;9;9;9;9;3;9;9;9;3;9
1141;Mujer;5;9;9;3;9;9;9;3;9;9;9;9;9
1142;Mujer;1;9;9;3;9;9;9;3;9;9;2;9;9
1143;Mujer;4;9;9;3;9;9;9;3;9;1;9;9;9
1144;Hombre;3;1;9;9;9;9;9;3;9;9;2;9;9
1145;Hombre;3;9;2;9;9;9;9;3;9;9;9;3;9
1146;Mujer;5;9;9;3;9;9;9;3;9;9;2;9;9
1147;Mujer;1;9;2;9;9;9;2;9;9;9;2;9;9
1148;Hombre;5;9;9;3;9;9;2;9;9;9;2;9;9
1149;Mujer;1;9;9;9;4;9;9;9;4;9;9;3;9
1150;Mujer;5;9;2;9;9;9;9;3;9;1;9;9;9
1151;Hombre;1;9;9;3;9;9;9;3;9;9;2;9;9
1152;Hombre;4;9;9;3;9;9;9;3;9;9;2;9;9
1153;Hombre;4;1;9;9;9;9;9;9;4;9;2;9;9
1154;Hombre;5;9;2;9;9;9;2;9;9;9;2;9;9
1155;Mujer;4;9;9;3;9;9;9;3;9;9;2;9;9
1156;Mujer;4;9;2;9;9;9;9;3;9;9;9;3;9
1157;Hombre;3;9;2;9;9;9;9;3;9;9;2;9;9
1158;Hombre;5;9;2;9;9;9;9;3;9;9;9;3;9
1159;Hombre;2;9;2;9;9;9;2;9;9;9;9;3;9
1160;Hombre;5;9;2;9;9;9;2;9;9;9;9;3;9
1161;Hombre;5;9;2;9;9;9;9;3;9;1;9;9;9
1162;Mujer;2;9;2;9;9;9;2;9;9;9;9;3;9
1163;Mujer;3;9;2;9;9;9;2;9;9;1;9;9;9
1164;Hombre;3;9;2;9;9;9;2;9;9;9;9;3;9
1165;Mujer;5;9;2;9;9;9;2;9;9;9;9;9;9
1166;Hombre;2;9;2;9;9;9;2;9;9;9;2;9;9
1167;Mujer;4;9;9;3;9;9;9;3;9;9;2;9;9
1168;Hombre;1;9;2;9;9;9;2;9;9;9;2;9;9
1169;Mujer;5;9;2;9;9;9;9;3;9;9;2;9;9
1170;Mujer;2;9;2;9;9;9;9;3;9;9;2;9;9
1172;Mujer;3;9;9;3;9;9;9;9;4;9;2;9;9
1173;Hombre;2;9;9;3;9;9;9;3;9;9;2;9;9
1174;Hombre;3;9;2;9;9;9;2;9;9;9;2;9;9
1175;Hombre;5;9;2;9;9;9;2;9;9;9;2;9;9
1176;Hombre;2;9;2;9;9;9;9;3;9;9;2;9;9
1177;Hombre;5;9;2;9;9;9;9;3;9;9;9;3;9
1178;Mujer;3;9;9;3;9;9;2;9;9;9;2;9;9
1179;Hombre;2;9;2;9;9;9;9;3;9;1;9;9;9
1180;Hombre;2;1;9;9;9;9;2;9;9;1;9;9;9
1181;Hombre;3;1;9;9;9;1;9;9;9;1;9;9;9
1182;Mujer;1;1;9;9;9;1;9;9;9;9;9;9;4
1183;Mujer;5;1;9;9;9;1;9;9;9;1;9;9;9
1184;Mujer;5;1;9;9;9;1;9;9;9;1;9;9;9
1185;Hombre;5;1;9;9;9;9;9;3;9;1;9;9;9
1186;Hombre;5;9;2;9;9;9;2;9;9;9;2;9;9
1187;Mujer;2;9;2;9;9;9;9;3;9;9;2;9;9
1188;Mujer;4;1;9;9;9;9;9;3;9;1;9;9;9
1189;Mujer;5;1;9;9;9;9;9;3;9;9;2;9;9
1190;Mujer;3;1;9;9;9;9;2;9;9;1;9;9;9
1191;Mujer;5;9;2;9;9;9;2;9;9;9;2;9;9
1192;Mujer;2;9;2;9;9;9;9;3;9;9;2;9;9
1193;Mujer;5;9;2;9;9;9;2;9;9;9;2;9;9
1194;Mujer;3;9;2;9;9;9;2;9;9;9;2;9;9
1195;Hombre;5;9;9;3;9;9;9;3;9;9;2;9;9
1196;Mujer;3;9;2;9;9;9;9;3;9;9;9;3;9
1197;Mujer;2;1;9;9;9;9;2;9;9;9;2;9;9
1198;Hombre;3;9;2;9;9;9;2;9;9;9;9;3;9
1199;Mujer;1;9;2;9;9;9;9;3;9;9;2;9;9
1200;Mujer;5;9;9;3;9;9;9;3;9;9;9;3;9
1201;Hombre;3;9;9;9;9;9;2;9;9;9;9;3;9
1202;Hombre;2;9;2;9;9;9;2;9;9;9;2;9;9
1203;Hombre;4;9;2;9;9;9;9;3;9;9;9;3;9
1204;Mujer;2;9;2;9;9;9;9;3;9;9;2;9;9
1205;Mujer;5;9;2;9;9;9;2;9;9;9;2;9;9
1206;Mujer;3;9;9;3;9;9;2;9;9;9;2;9;9
1207;Hombre;3;9;2;9;9;9;2;9;9;9;9;3;9
1208;Mujer;2;9;2;9;9;9;2;9;9;9;2;9;9
1209;Hombre;5;9;2;9;9;9;2;9;9;9;2;9;9
1210;Mujer;5;9;2;9;9;9;2;9;9;9;9;3;9
1211;Hombre;2;9;2;9;9;9;2;9;9;9;9;9;9
1212;Hombre;3;9;2;9;9;9;9;3;9;9;2;9;9
1213;Mujer;5;9;2;9;9;9;2;9;9;9;2;9;9
1214;Hombre;3;9;2;9;9;9;9;3;9;9;9;3;9
1215;Mujer;1;9;9;3;9;9;2;9;9;1;9;9;9
1216;Mujer;2;9;9;9;4;9;9;3;9;9;9;3;9
1217;Mujer;5;9;2;9;9;9;2;9;9;9;9;3;9
1218;Mujer;4;9;2;9;9;1;9;9;9;9;9;3;9
1219;Mujer;5;1;9;9;9;1;9;9;9;1;9;9;9
1220;Mujer;3;9;2;9;9;9;2;9;9;9;2;9;9
1221;Mujer;3;1;9;9;9;1;9;9;9;1;9;9;9
1222;Mujer;5;9;2;9;9;9;9;3;9;9;2;9;9
1223;Mujer;2;1;9;9;9;9;9;3;9;1;9;9;9
1224;Hombre;1;9;9;3;9;9;9;3;9;9;9;3;9
1225;Mujer;3;9;2;9;9;9;9;3;9;9;9;3;9
1226;Hombre;5;9;2;9;9;9;2;9;9;9;2;9;9
1227;Hombre;2;9;2;9;9;9;2;9;9;1;9;9;9
1228;Mujer;4;1;9;9;9;9;2;9;9;1;9;9;9
1229;Mujer;2;1;9;9;9;1;9;9;9;9;9;3;9
